,tweet_id,timestamp,source,text,rating_numerator,name,dog_stage,jpg_url,img_num,retweet_count,favorite_count
10,890006608113172480,2017-07-26 00:31:25+00:00,iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13.0,Koda,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,7624.0,31166.0
11,889880896479866881,2017-07-25 16:11:53+00:00,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13.0,Bruno,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,5156.0,28268.0
12,889665388333682689,2017-07-25 01:55:32+00:00,iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,8538.0,38818.0
13,889638837579907072,2017-07-25 00:10:02+00:00,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,4735.0,27672.0
14,889531135344209921,2017-07-24 17:02:04+00:00,iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,2321.0,15359.0
15,889278841981685760,2017-07-24 00:19:32+00:00,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,5637.0,25652.0
16,888917238123831296,2017-07-23 00:22:39+00:00,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,4709.0,29611.0
17,888804989199671297,2017-07-22 16:56:37+00:00,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,4559.0,26080.0
18,888554962724278272,2017-07-22 00:23:06+00:00,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,3732.0,20290.0
20,888078434458587136,2017-07-20 16:49:33+00:00,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,3653.0,22201.0
21,887705289381826560,2017-07-19 16:06:48+00:00,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,5609.0,30779.0
22,887517139158093824,2017-07-19 03:39:09+00:00,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,12082.0,46959.0
23,887473957103951883,2017-07-19 00:47:34+00:00,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,18781.0,69871.0
24,887343217045368832,2017-07-18 16:08:03+00:00,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,10737.0,34222.0
25,887101392804085760,2017-07-18 00:07:08+00:00,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,None,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,6167.0,31061.0
26,886983233522544640,2017-07-17 16:17:36+00:00,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,8084.0,35859.0
27,886736880519319552,2017-07-16 23:58:41+00:00,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,3443.0,12306.0
28,886680336477933568,2017-07-16 20:14:00+00:00,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,4610.0,22798.0
29,886366144734445568,2017-07-15 23:25:31+00:00,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,3316.0,21524.0
31,886258384151887873,2017-07-15 16:17:19+00:00,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,6523.0,28469.0
33,885984800019947520,2017-07-14 22:10:11+00:00,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,7097.0,33382.0
34,885528943205470208,2017-07-13 15:58:47+00:00,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,6683.0,36689.0
37,885167619883638784,2017-07-12 16:03:00+00:00,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,4556.0,22367.0
38,884925521741709313,2017-07-12 00:01:00+00:00,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,16439.0,68152.0
39,884876753390489601,2017-07-11 20:47:12+00:00,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,6096.0,28514.0
40,884562892145688576,2017-07-11 00:00:02+00:00,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,5100.0,24765.0
41,884441805382717440,2017-07-10 15:58:53+00:00,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,5856.0,27478.0
43,884162670584377345,2017-07-09 21:29:42+00:00,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,3128.0,20771.0
44,883838122936631299,2017-07-09 00:00:04+00:00,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,3586.0,22349.0
45,883482846933004288,2017-07-08 00:28:19+00:00,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,10407.0,46860.0
46,883360690899218434,2017-07-07 16:22:55+00:00,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,3825.0,22986.0
47,883117836046086144,2017-07-07 00:17:54+00:00,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,6949.0,37914.0
48,882992080364220416,2017-07-06 15:58:11+00:00,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,4122.0,24445.0
49,882762694511734784,2017-07-06 00:46:41+00:00,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,5134.0,28903.0
50,882627270321602560,2017-07-05 15:48:34+00:00,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,6342.0,28382.0
51,882268110199369728,2017-07-04 16:01:23+00:00,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,12118.0,45880.0
52,882045870035918850,2017-07-04 01:18:17+00:00,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,5203.0,29900.0
53,881906580714921986,2017-07-03 16:04:48+00:00,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,3533.0,24773.0
54,881666595344535552,2017-07-03 00:11:11+00:00,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,11099.0,51522.0
56,881536004380872706,2017-07-02 15:32:16+00:00,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,None,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,16570.0,50199.0
57,881268444196462592,2017-07-01 21:49:04+00:00,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,5358.0,23501.0
58,880935762899988482,2017-06-30 23:47:07+00:00,iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,2886.0,17346.0
59,880872448815771648,2017-06-30 19:35:32+00:00,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,3989.0,21734.0
60,880465832366813184,2017-06-29 16:39:47+00:00,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,6546.0,29075.0
61,880221127280381952,2017-06-29 00:27:25+00:00,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,4436.0,27640.0
62,880095782870896641,2017-06-28 16:09:20+00:00,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,None,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,4533.0,28150.0
63,879862464715927552,2017-06-28 00:42:13+00:00,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,3642.0,22667.0
65,879492040517615616,2017-06-27 00:10:17+00:00,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,3323.0,23822.0
66,879415818425184262,2017-06-26 19:07:24+00:00,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,45849.0,107956.0
67,879376492567855104,2017-06-26 16:31:08+00:00,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,3261.0,17099.0
69,879050749262655488,2017-06-25 18:56:45+00:00,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,4941.0,23022.0
70,879008229531029506,2017-06-25 16:07:47+00:00,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,2812.0,19317.0
71,878776093423087618,2017-06-25 00:45:22+00:00,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,4319.0,19763.0
75,878281511006478336,2017-06-23 16:00:04+00:00,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,1349.0,7913.0
76,878057613040115712,2017-06-23 01:10:23+00:00,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,7181.0,42876.0
77,877736472329191424,2017-06-22 03:54:17+00:00,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,17300.0,71144.0
79,877556246731214848,2017-06-21 15:58:08+00:00,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,3994.0,23258.0
80,877316821321428993,2017-06-21 00:06:44+00:00,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,5414.0,27907.0
81,877201837425926144,2017-06-20 16:29:50+00:00,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,5880.0,27755.0
82,876838120628539392,2017-06-19 16:24:33+00:00,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,3506.0,21125.0
84,876484053909872640,2017-06-18 16:57:37+00:00,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,2511.0,19163.0
85,876120275196170240,2017-06-17 16:52:05+00:00,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,4903.0,28490.0
86,875747767867523072,2017-06-16 16:11:53+00:00,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,4497.0,25773.0
87,875144289856114688,2017-06-15 00:13:52+00:00,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,5081.0,22185.0
89,875021211251597312,2017-06-14 16:04:48+00:00,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,None,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,4922.0,26022.0
90,874680097055178752,2017-06-13 17:29:20+00:00,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,4875.0,28439.0
92,874296783580663808,2017-06-12 16:06:11+00:00,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,4308.0,26651.0
93,874057562936811520,2017-06-12 00:15:36+00:00,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,None,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,4125.0,23134.0
94,874012996292530176,2017-06-11 21:18:31+00:00,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,11007.0,35501.0
96,873580283840344065,2017-06-10 16:39:04+00:00,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,None,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,4143.0,24837.0
98,873213775632977920,2017-06-09 16:22:42+00:00,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,1667.0,7467.0
99,872967104147763200,2017-06-09 00:02:31+00:00,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,None,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,5669.0,28031.0
100,872820683541237760,2017-06-08 14:20:41+00:00,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,None,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,3884.0,15029.0
102,872620804844003328,2017-06-08 01:06:27+00:00,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,3911.0,21309.0
103,872486979161796608,2017-06-07 16:14:40+00:00,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,None,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,9429.0,41606.0
104,872261713294495745,2017-06-07 01:19:32+00:00,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,6649.0,35085.0
105,872122724285648897,2017-06-06 16:07:15+00:00,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,8549.0,35324.0
106,871879754684805121,2017-06-06 00:01:46+00:00,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,11918.0,39090.0
107,871762521631449091,2017-06-05 16:15:56+00:00,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,3678.0,20787.0
